"Vuosi","Asuinpaikka","Kansalaisuus","Rikosryhmä","Tunnusluku","Oikeudessa tuomitut, rangaistusmääräyssakot ja rikesakot yhteensä (lkm)","Oikeudessa tuomitut (lkm)","Elinkautiseen vankeuteen tuomitut (lkm)","Määräaikaiseen yhdistelmärangaistukseen, ehdottomaan vankeuteen, valvontarangaistukseen tai yhdyskuntapalveluun tuomitut yhteensä","Määräaikaiseen yhdistelmärangaistukseen, ehdottomaan vankeuteen,  valvontarangaistukseen tai yhdyskuntapalveluun tuomitut yhteensä (kk)","Yhdistelmärangaistukseen tuomitut","Ehdottomaan vankeuteen tuomitut","Valvontarangaistukseen tuomitut","Yhdyskuntapalveluun tuomitut","Ehdolliseen vankeuteen tuomitut","Aikaisempi rangaistus riittävä seuraamus","Rangaistusmääräyksellä sakkoon tuomitut (lkm)","Rangaistusmääräyksellä sakkoon tuomitut (laki: 754/2010)  (lkm)","Sakkomääräyksellä sakkoon tuomitut (lkm)","Muu seuraamus (lkm)","Rikesakko, alioikeudessa tuomitut (lkm)","Rikesakko (lkm)","Tuomitsematta jättäminen (lkm)","Syyte hylätty (lkm)","Asia rauennut (lkm)","Uhkasakko (lkm)","Syyksi luettuja rikoksia oikeudessa, rangaistusmääräyssakoissa ja rikesakoissa yhteensä (lkm)","Syyksi luettuja rikoksia oikeudessa (lkm)","Hylättyjä syytteitä yhteensä (lkm)","Rauenneita syytteitä yhteensä (lkm)"
"2013","Yhteensä","Yhteensä","Kätkemisrikos, rahanpesu 32:1-10","Rangaistusten lukumäärä",584,486,0,51,0.0,0,44,0,7,99,12,98,0,0,0,0,0,6,75,2,0,1328,1230,207,10
"2013","Yhteensä","Yhteensä","Muut omaisuusrikokset 28:10-12, 36:5-7, 39:1-6, 46:1-12","Rangaistusten lukumäärä",726,350,0,27,0.0,0,25,0,2,141,0,376,0,0,0,0,0,5,50,9,0,1176,800,180,22
"2013","Yhteensä","Yhteensä","Moottorikulkuneuvon käyttövarkaus 28:9, 34a:1§11/3","Rangaistusten lukumäärä",381,381,0,84,0.0,0,65,1,18,45,14,0,0,0,0,0,0,6,18,3,0,1722,1722,146,21
"2013","Yhteensä","Yhteensä","B.Henkeen ja terveyteen kohdistuneet rikokset","Rangaistusten lukumäärä",11172,10183,19,1342,0.0,0,977,26,339,2220,46,989,0,0,2,0,0,188,983,321,0,15327,14338,1825,486
"2013","Yhteensä","Yhteensä","Tappo, murha, surma, lapsensurma 21:1-4, 34a:1§1/2,6,7","Rangaistusten lukumäärä",181,181,19,141,0.0,0,141,0,0,5,0,0,0,0,0,0,0,16,9,0,0,217,217,23,0
"2013","Yhteensä","Yhteensä","Törkeä pahoinpitely, tappeluun osallistuminen 21:6,12","Rangaistusten lukumäärä",576,576,0,297,0.0,0,291,1,5,269,0,0,0,0,1,0,0,9,59,14,0,633,633,106,14
"2013","Yhteensä","Yhteensä","Pahoinpitely, lievä pahoinpitely 21:5,7","Rangaistusten lukumäärä",9878,9023,0,872,0.0,0,519,24,329,1900,46,855,0,0,1,0,0,155,826,301,0,13686,12831,1503,460
"2013","Yhteensä","Yhteensä","Kuolemantuottamus 21:8-9","Rangaistusten lukumäärä",86,86,0,11,0.0,0,11,0,0,20,0,0,0,0,0,0,0,5,42,0,0,98,98,63,0
"2013","Yhteensä","Yhteensä","Vammantuottamus 21:10-11","Rangaistusten lukumäärä",380,246,0,5,0.0,0,4,1,0,10,0,134,0,0,0,0,0,1,34,6,0,567,433,89,12
"2013","Yhteensä","Yhteensä","Muut henkeen ja terveyteen kohdistuvat rikokset 12:6a,13-14, 22:1-6, 34a:1§1/2","Rangaistusten lukumäärä",71,71,0,16,0.0,0,11,0,5,16,0,0,0,0,0,0,0,2,13,0,0,126,126,41,0
"2013","Yhteensä","Yhteensä","C. Seksuaalirikokset","Rangaistusten lukumäärä",561,561,0,139,0.0,0,131,0,8,351,0,0,0,0,0,0,0,8,123,3,0,958,958,243,4
"2013","Yhteensä","Yhteensä","Lapsen seksuaalinen hyväksikäyttö 20:6-7","Rangaistusten lukumäärä",293,293,0,73,0.0,0,68,0,5,213,0,0,0,0,0,0,0,5,57,1,0,513,513,92,2
"2013","Yhteensä","Yhteensä","Raiskaus, törkeä raiskaus 20:1-2","Rangaistusten lukumäärä",160,160,0,53,0.0,0,51,0,2,105,0,0,0,0,0,0,0,1,38,1,0,213,213,79,1
"2013","Yhteensä","Yhteensä","Muut seksuaalirikokset 20:4-5, 8-9","Rangaistusten lukumäärä",108,108,0,13,0.0,0,12,0,1,33,0,0,0,0,0,0,0,2,28,1,0,232,232,72,1
"2013","Yhteensä","Yhteensä","D.Rikokset viranomaisia ja yleistä järjestystä vastaan, perätön lausuma","Rangaistusten lukumäärä",7105,1669,0,164,0.0,0,112,6,46,422,8,5436,0,0,1,0,0,39,187,20,0,9127,3691,501,53
"2013","Yhteensä","Yhteensä","Virkamiehen vastustaminen 16:1-2","Rangaistusten lukumäärä",1170,373,0,79,0.0,0,53,4,22,181,1,797,0,0,1,0,0,7,5,1,0,1377,580,22,4
"2013","Yhteensä","Yhteensä","Haitanteko virkamiehelle 16:3","Rangaistusten lukumäärä",1302,75,0,0,0.0,0,0,0,0,0,0,1227,0,0,0,0,0,5,4,0,0,1668,441,21,5
"2013","Yhteensä","Yhteensä","Perätön lausuma, väärän henkilötiedon, todistuksen antaminen 15:1-5, 16:5,8","Rangaistusten lukumäärä",533,106,0,7,0.0,0,3,1,3,32,0,427,0,0,0,0,0,3,25,3,0,807,380,43,8
"2013","Yhteensä","Yhteensä","Muut rikokset viranomaisia ja yleistä järjestystä vastaan 15:6-11, 16:4, 6-7, 9-17, 17:1-22, 34a:1§1/2","Rangaistusten lukumäärä",4100,1115,0,78,0.0,0,56,1,21,209,7,2985,0,0,0,0,0,24,153,16,0,5275,2290,415,36
"2013","Yhteensä","Yhteensä","E. Liikennerikokset","Rangaistusten lukumäärä",106715,19272,0,2701,0.0,0,1355,111,1235,6278,55,87443,0,0,0,0,0,52,290,93,0,121091,33650,644,222
"2013","Yhteensä","Yhteensä","Liikenneturvallisuuden vaarantaminen 23:1","Rangaistusten lukumäärä",77995,1301,0,26,0.0,0,22,1,3,8,5,76694,0,0,0,0,0,30,140,12,0,81389,4695,223,39
"2013","Yhteensä","Yhteensä","Törkeä liikenneturvallisuuden vaarantaminen 23:2","Rangaistusten lukumäärä",2392,2392,0,179,0.0,0,144,4,31,213,6,0,0,0,0,0,0,6,24,1,0,2877,2877,39,2
"2013","Yhteensä","Yhteensä","Rattijuopumus 23:3","Rangaistusten lukumäärä",6118,6118,0,284,0.0,0,218,9,57,78,15,0,0,0,0,0,0,5,24,32,0,8063,8063,80,52
"2013","Yhteensä","Yhteensä","Törkeä rattijuopumus 23:4","Rangaistusten lukumäärä",8173,8173,0,2042,0.0,0,840,95,1107,5941,5,0,0,0,0,0,0,4,44,31,0,8768,8768,76,38
"2013","Yhteensä","Yhteensä","Muu liikennejuopumus 23:5-7","Rangaistusten lukumäärä",303,303,0,1,0.0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,1,0,316,316,4,1
"2013","Yhteensä","Yhteensä","Kulkuneuvon luovuttaminen juopuneelle 23:8","Rangaistusten lukumäärä",446,446,0,3,0.0,0,2,0,1,1,1,0,0,0,0,0,0,1,47,13,0,566,566,86,16
"2013","Yhteensä","Yhteensä","Muut liikennerikokset 23:9-11","Rangaistusten lukumäärä",11288,539,0,166,0.0,0,129,1,36,32,23,10749,0,0,0,0,0,6,9,3,0,19112,8365,136,74
"2013","Yhteensä","Yhteensä","F. Muut rikoslakia vastaan tehdyt rikokset","Rangaistusten lukumäärä",17575,8971,0,1083,0.0,0,904,14,165,1813,58,8565,0,0,4,0,39,117,620,142,0,29295,20696,1853,359
"2013","Yhteensä","Yhteensä","Aserikokset, terveyttä ja turvallisuutta vaarantavat rikokset 41, 44 luku","Rangaistusten lukumäärä",3983,1335,0,80,0.0,0,63,2,15,95,6,2609,0,0,0,0,39,22,42,9,0,5878,3231,196,35
"2013","Yhteensä","Yhteensä","Tuhotyö, liikennetuhotyö 34:1-3, 34a:1§1/3,5","Rangaistusten lukumäärä",49,49,0,15,0.0,0,13,0,2,27,0,0,0,0,0,0,0,6,5,0,0,57,57,8,0
"2013","Yhteensä","Yhteensä","Väärennys, rahan väärennys 33:1-5, 37:1-7","Rangaistusten lukumäärä",1103,707,0,124,0.0,0,101,3,20,131,11,396,0,0,0,0,0,6,46,13,0,2376,1982,160,28
"2013","Yhteensä","Yhteensä","Sotilasrikokset 45 luku","Rangaistusten lukumäärä",275,275,0,4,0.0,0,2,0,2,70,0,0,0,0,0,0,0,3,13,6,0,357,357,18,8
"2013","Yhteensä","Yhteensä","Työrikokset 47 luku","Rangaistusten lukumäärä",201,195,0,0,0.0,0,0,0,0,4,0,6,0,0,0,0,0,7,60,7,0,229,223,90,8
"2013","Yhteensä","Yhteensä","Ympäristörikokset 48 luku, 34a:1§1/4","Rangaistusten lukumäärä",93,54,0,1,0.0,0,1,0,0,20,0,39,0,0,0,0,0,1,12,0,0,99,60,19,0
"2013","Yhteensä","Yhteensä","Alkoholirikokset 50a luku","Rangaistusten lukumäärä",1119,49,0,2,0.0,0,1,0,1,6,1,1070,0,0,0,0,0,0,6,2,0,1166,96,47,3
"2013","Yhteensä","Yhteensä","Huumausainerikokset 50 luku","Rangaistusten lukumäärä",8439,4171,0,653,0.0,0,568,6,79,884,32,4268,0,0,0,0,0,34,116,16,0,14246,9980,378,86
"2013","Yhteensä","Yhteensä","Muut 11-14,18,24,25,30,38,40,48a,49,51 luvut, 34:4-11, 34a:1§1/1,3-5, 34a:2-5","Rangaistusten lukumäärä",2313,2136,0,204,0.0,0,155,3,46,576,8,177,0,0,4,0,0,38,320,89,0,4887,4710,937,191
"2013","Yhteensä","Yhteensä","G. Muita lakeja vastaan tehdyt rikokset","Rangaistusten lukumäärä",307693,2375,0,34,0.0,0,7,26,1,0,3,51425,0,0,0,199,253893,70,113,21,1151,311963,6645,279,73
"2013","Yhteensä","Yhteensä","Alkoholilaki 50a:4,6","Rangaistusten lukumäärä",2343,9,0,0,0.0,0,0,0,0,0,0,310,0,0,0,0,2024,2,1,0,0,2418,84,7,0
"2013","Yhteensä","Yhteensä","Tieliikennelaki 103§, 105a§, Ajoneuvolaki 96§, Ajokorttilaki 93§, 94§","Rangaistusten lukumäärä",287584,835,0,0,0.0,0,0,0,0,0,2,38595,0,0,0,195,248154,36,52,9,0,290329,3580,141,41
"2013","Yhteensä","Yhteensä","Laki järjestyksenvalvojista 26§, Kokoontumislaki 26§","Rangaistusten lukumäärä",38,3,0,0,0.0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,39,4,1,0
"2013","Yhteensä","Yhteensä","Oikeudenkäymiskaari 17:36, Laki oikeudenkäynnistä rikosasioissa 8:4-5","Rangaistusten lukumäärä",1151,1151,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,1691,1691,0,0
"2013","Yhteensä","Yhteensä","Rikokset muita lakeja ja asetuksia vastaan","Rangaistusten lukumäärä",16577,377,0,34,0.0,0,7,26,1,0,1,12485,0,0,0,4,3715,32,59,12,0,17486,1286,130,32
"2013","Yhteensä","Yhteensä","Rikosnimike tuntematon","Rangaistusten lukumäärä",1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,0,5,5,3,57
"2013","Yhteensä","Suomi","Yhteensä","Rangaistusten lukumäärä",451234,51053,17,6811,0.0,0,4646,201,1964,11768,346,156587,0,0,11,180,243594,545,2934,682,1011,507396,107226,7761,1446
"2013","Yhteensä","Suomi","A.Omaisuusrikokset","Rangaistusten lukumäärä",34297,12629,0,1764,0.0,0,1455,20,289,2134,186,21668,0,0,5,0,0,113,886,170,0,56478,34814,2997,441
"2013","Yhteensä","Suomi","Varkaus, törkeä varkaus 28:1-2, 34a:1","Rangaistusten lukumäärä",2934,2932,0,821,0.0,0,679,7,135,571,70,2,0,0,1,0,0,15,183,33,0,8083,8082,772,82
"2013","Yhteensä","Suomi","Näpistys 28:3","Rangaistusten lukumäärä",22278,2654,0,1,0.0,0,1,0,0,0,22,19624,0,0,0,0,0,12,74,22,0,27781,8157,249,84
"2013","Yhteensä","Suomi","Kavallus 28:4-6","Rangaistusten lukumäärä",495,424,0,16,0.0,0,11,0,5,185,1,71,0,0,0,0,0,3,48,18,0,769,698,103,22
"2013","Yhteensä","Suomi","Petos, vakuutus- ja maksuvälinepetos, maksuvälinerikos 36:1-4, 37:8-14","Rangaistusten lukumäärä",4133,3173,0,405,0.0,0,311,11,83,772,41,960,0,0,1,0,0,28,280,38,0,9910,8953,766,79
"2013","Yhteensä","Suomi","Vero- ja avustusrikokset 29:1-8","Rangaistusten lukumäärä",252,108,0,17,0.0,0,15,0,2,62,0,144,0,0,0,0,0,1,27,4,0,556,412,128,27
"2013","Yhteensä","Suomi","Ryöstö, kiristys 31:1-4","Rangaistusten lukumäärä",528,528,0,304,0.0,0,277,1,26,207,2,0,0,0,3,0,0,4,39,9,0,691,691,91,10
"2013","Yhteensä","Suomi","Vahingonteko 35:1-3, 34a:1/3 & 1/4","Rangaistusten lukumäärä",2143,1623,0,46,0.0,0,32,1,13,107,18,520,0,0,0,0,0,31,98,28,0,4579,4059,370,78
"2013","Yhteensä","Suomi","Luvaton käyttö 28:7-9","Rangaistusten lukumäärä",156,122,0,7,0.0,0,6,0,1,8,6,34,0,0,0,0,0,2,10,5,0,416,382,37,9
"2013","Yhteensä","Suomi","Kätkemisrikos, rahanpesu 32:1-10","Rangaistusten lukumäärä",468,394,0,43,0.0,0,38,0,5,57,12,74,0,0,0,0,0,6,63,1,0,1079,1005,175,9
"2013","Yhteensä","Suomi","Muut omaisuusrikokset 28:10-12, 36:5-7, 39:1-6, 46:1-12","Rangaistusten lukumäärä",549,310,0,25,0.0,0,23,0,2,122,0,239,0,0,0,0,0,5,46,9,0,967,728,168,21
"2013","Yhteensä","Suomi","Moottorikulkuneuvon käyttövarkaus 28:9, 34a:1§11/3","Rangaistusten lukumäärä",361,361,0,79,0.0,0,62,0,17,43,14,0,0,0,0,0,0,6,18,3,0,1647,1647,138,20
"2013","Yhteensä","Suomi","B.Henkeen ja terveyteen kohdistuneet rikokset","Rangaistusten lukumäärä",10050,9149,17,1269,0.0,0,927,26,316,1947,40,901,0,0,2,0,0,172,879,261,0,13756,12855,1632,397
"2013","Yhteensä","Suomi","Tappo, murha, surma, lapsensurma 21:1-4, 34a:1§1/2,6,7","Rangaistusten lukumäärä",173,173,17,135,0.0,0,135,0,0,5,0,0,0,0,0,0,0,16,8,0,0,208,208,22,0
"2013","Yhteensä","Suomi","Törkeä pahoinpitely, tappeluun osallistuminen 21:6,12","Rangaistusten lukumäärä",537,537,0,281,0.0,0,276,1,4,246,0,0,0,0,1,0,0,9,51,9,0,592,592,95,9
"2013","Yhteensä","Suomi","Pahoinpitely, lievä pahoinpitely 21:5,7","Rangaistusten lukumäärä",8842,8067,0,825,0.0,0,494,24,307,1654,40,775,0,0,1,0,0,139,733,246,0,12222,11447,1327,377
"2013","Yhteensä","Suomi","Kuolemantuottamus 21:8-9","Rangaistusten lukumäärä",77,77,0,8,0.0,0,8,0,0,17,0,0,0,0,0,0,0,5,41,0,0,87,87,62,0
"2013","Yhteensä","Suomi","Vammantuottamus 21:10-11","Rangaistusten lukumäärä",354,228,0,5,0.0,0,4,1,0,9,0,126,0,0,0,0,0,1,33,6,0,528,402,86,11
"2013","Yhteensä","Suomi","Muut henkeen ja terveyteen kohdistuvat rikokset 12:6a,13-14, 22:1-6, 34a:1§1/2","Rangaistusten lukumäärä",67,67,0,15,0.0,0,10,0,5,16,0,0,0,0,0,0,0,2,13,0,0,119,119,40,0
"2013","Yhteensä","Suomi","C. Seksuaalirikokset","Rangaistusten lukumäärä",469,469,0,98,0.0,0,91,0,7,304,0,0,0,0,0,0,0,8,96,3,0,829,829,201,4
"2013","Yhteensä","Suomi","Lapsen seksuaalinen hyväksikäyttö 20:6-7","Rangaistusten lukumäärä",261,261,0,59,0.0,0,55,0,4,195,0,0,0,0,0,0,0,5,48,1,0,461,461,78,2
"2013","Yhteensä","Suomi","Raiskaus, törkeä raiskaus 20:1-2","Rangaistusten lukumäärä",117,117,0,31,0.0,0,29,0,2,84,0,0,0,0,0,0,0,1,25,1,0,161,161,61,1
"2013","Yhteensä","Suomi","Muut seksuaalirikokset 20:4-5, 8-9","Rangaistusten lukumäärä",91,91,0,8,0.0,0,7,0,1,25,0,0,0,0,0,0,0,2,23,1,0,207,207,62,1
"2013","Yhteensä","Suomi","D.Rikokset viranomaisia ja yleistä järjestystä vastaan, perätön lausuma","Rangaistusten lukumäärä",6118,1456,0,150,0.0,0,100,6,44,364,7,4662,0,0,0,0,0,29,152,12,0,7845,3183,427,34
"2013","Yhteensä","Suomi","Virkamiehen vastustaminen 16:1-2","Rangaistusten lukumäärä",1045,335,0,77,0.0,0,52,4,21,162,1,710,0,0,0,0,0,6,3,1,0,1234,524,18,4
"2013","Yhteensä","Suomi","Haitanteko virkamiehelle 16:3","Rangaistusten lukumäärä",1215,66,0,0,0.0,0,0,0,0,0,0,1149,0,0,0,0,0,3,2,0,0,1542,393,13,3
"2013","Yhteensä","Suomi","Perätön lausuma, väärän henkilötiedon, todistuksen antaminen 15:1-5, 16:5,8","Rangaistusten lukumäärä",404,87,0,5,0.0,0,1,1,3,29,0,317,0,0,0,0,0,3,19,1,0,606,289,35,2
"2013","Yhteensä","Suomi","Muut rikokset viranomaisia ja yleistä järjestystä vastaan 15:6-11, 16:4, 6-7, 9-17, 17:1-22, 34a:1§1/2","Rangaistusten lukumäärä",3454,968,0,68,0.0,0,47,1,20,173,6,2486,0,0,0,0,0,17,128,10,0,4463,1977,361,25
"2013","Yhteensä","Suomi","E. Liikennerikokset","Rangaistusten lukumäärä",96238,17157,0,2539,0.0,0,1282,109,1148,5352,54,79081,0,0,0,0,0,52,251,55,0,109506,30427,550,154
"2013","Yhteensä","Suomi","Liikenneturvallisuuden vaarantaminen 23:1","Rangaistusten lukumäärä",70766,1212,0,25,0.0,0,21,1,3,8,5,69554,0,0,0,0,0,30,132,10,0,73859,4305,204,32
"2013","Yhteensä","Suomi","Törkeä liikenneturvallisuuden vaarantaminen 23:2","Rangaistusten lukumäärä",2222,2222,0,171,0.0,0,138,4,29,193,6,0,0,0,0,0,0,6,22,1,0,2674,2674,35,2
"2013","Yhteensä","Suomi","Rattijuopumus 23:3","Rangaistusten lukumäärä",5389,5389,0,267,0.0,0,212,9,46,67,15,0,0,0,0,0,0,5,12,15,0,7235,7235,64,34
"2013","Yhteensä","Suomi","Törkeä rattijuopumus 23:4","Rangaistusten lukumäärä",7136,7136,0,1909,0.0,0,782,93,1034,5051,5,0,0,0,0,0,0,4,31,22,0,7680,7680,60,25
"2013","Yhteensä","Suomi","Muu liikennejuopumus 23:5-7","Rangaistusten lukumäärä",286,286,0,1,0.0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,299,299,4,0
"2013","Yhteensä","Suomi","Kulkuneuvon luovuttaminen juopuneelle 23:8","Rangaistusten lukumäärä",408,408,0,3,0.0,0,2,0,1,1,1,0,0,0,0,0,0,1,44,4,0,524,524,79,6
"2013","Yhteensä","Suomi","Muut liikennerikokset 23:9-11","Rangaistusten lukumäärä",10031,504,0,163,0.0,0,127,1,35,29,22,9527,0,0,0,0,0,6,8,3,0,17235,7710,104,55
"2013","Yhteensä","Suomi","F. Muut rikoslakia vastaan tehdyt rikokset","Rangaistusten lukumäärä",15282,8049,0,958,0.0,0,784,14,160,1666,56,7195,0,0,4,0,38,106,564,117,0,26246,19018,1691,310
"2013","Yhteensä","Suomi","Aserikokset, terveyttä ja turvallisuutta vaarantavat rikokset 41, 44 luku","Rangaistusten lukumäärä",3451,1085,0,79,0.0,0,62,2,15,89,5,2328,0,0,0,0,38,20,39,6,0,5247,2882,184,26
"2013","Yhteensä","Suomi","Tuhotyö, liikennetuhotyö 34:1-3, 34a:1§1/3,5","Rangaistusten lukumäärä",46,46,0,15,0.0,0,13,0,2,25,0,0,0,0,0,0,0,5,5,0,0,54,54,8,0
"2013","Yhteensä","Suomi","Väärennys, rahan väärennys 33:1-5, 37:1-7","Rangaistusten lukumäärä",780,605,0,115,0.0,0,92,3,20,98,11,175,0,0,0,0,0,3,28,5,0,1951,1778,126,20
"2013","Yhteensä","Suomi","Sotilasrikokset 45 luku","Rangaistusten lukumäärä",275,275,0,4,0.0,0,2,0,2,70,0,0,0,0,0,0,0,3,13,6,0,357,357,18,8
"2013","Yhteensä","Suomi","Työrikokset 47 luku","Rangaistusten lukumäärä",193,187,0,0,0.0,0,0,0,0,4,0,6,0,0,0,0,0,7,60,7,0,216,210,89,8
"2013","Yhteensä","Suomi","Ympäristörikokset 48 luku, 34a:1§1/4","Rangaistusten lukumäärä",76,47,0,1,0.0,0,1,0,0,17,0,29,0,0,0,0,0,1,11,0,0,81,52,15,0
"2013","Yhteensä","Suomi","Alkoholirikokset 50a luku","Rangaistusten lukumäärä",633,44,0,2,0.0,0,1,0,1,6,1,589,0,0,0,0,0,0,6,2,0,670,81,45,3
"2013","Yhteensä","Suomi","Huumausainerikokset 50 luku","Rangaistusten lukumäärä",7625,3721,0,548,0.0,0,467,6,75,812,31,3904,0,0,0,0,0,31,102,12,0,13083,9181,339,76
"2013","Yhteensä","Suomi","Muut 11-14,18,24,25,30,38,40,48a,49,51 luvut, 34:4-11, 34a:1§1/1,3-5, 34a:2-5","Rangaistusten lukumäärä",2203,2039,0,194,0.0,0,146,3,45,545,8,164,0,0,4,0,0,36,300,79,0,4587,4423,867,169
"2013","Yhteensä","Suomi","G. Muita lakeja vastaan tehdyt rikokset","Rangaistusten lukumäärä",288779,2143,0,33,0.0,0,7,26,0,0,3,43080,0,0,0,180,243556,65,106,16,1011,292731,6095,260,57
"2013","Yhteensä","Suomi","Alkoholilaki 50a:4,6","Rangaistusten lukumäärä",2285,9,0,0,0.0,0,0,0,0,0,0,303,0,0,0,0,1973,2,1,0,0,2352,76,6,0
"2013","Yhteensä","Suomi","Tieliikennelaki 103§, 105a§, Ajoneuvolaki 96§, Ajokorttilaki 93§, 94§","Rangaistusten lukumäärä",274179,779,0,0,0.0,0,0,0,0,0,2,35282,0,0,0,178,238118,33,51,8,0,276772,3372,134,32
"2013","Yhteensä","Suomi","Laki järjestyksenvalvojista 26§, Kokoontumislaki 26§","Rangaistusten lukumäärä",34,3,0,0,0.0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,35,4,1,0
"2013","Yhteensä","Suomi","Oikeudenkäymiskaari 17:36, Laki oikeudenkäynnistä rikosasioissa 8:4-5","Rangaistusten lukumäärä",1011,1011,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,1517,1517,0,0
"2013","Yhteensä","Suomi","Rikokset muita lakeja ja asetuksia vastaan","Rangaistusten lukumäärä",11270,341,0,33,0.0,0,7,26,0,0,1,7464,0,0,0,2,3465,30,53,8,0,12055,1126,119,25
"2013","Yhteensä","Suomi","Rikosnimike tuntematon","Rangaistusten lukumäärä",1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,5,5,3,49
"2013","Yhteensä","Muut kansalaisuudet yhteensä","Yhteensä","Rangaistusten lukumäärä",39178,6243,2,582,0.0,0,443,3,136,2045,21,22597,0,0,2,19,10338,50,401,189,140,45356,12421,1120,345
"2013","Yhteensä","Muut kansalaisuudet yhteensä","A.Omaisuusrikokset","Rangaistusten lukumäärä",5293,1635,0,166,0.0,0,148,1,17,594,11,3658,0,0,1,0,0,8,133,45,0,8508,4850,536,96
"2013","Yhteensä","Muut kansalaisuudet yhteensä","Varkaus, törkeä varkaus 28:1-2, 34a:1","Rangaistusten lukumäärä",802,801,0,89,0.0,0,82,0,7,297,7,1,0,0,1,0,0,3,45,25,0,3052,3051,313,38
"2013","Yhteensä","Muut kansalaisuudet yhteensä","Näpistys 28:3","Rangaistusten lukumäärä",3239,134,0,0,0.0,0,0,0,0,0,1,3105,0,0,0,0,0,1,10,6,0,3406,301,20,19
